country,code,life,GDP
Russian Federation,RUS,68.90243902,1771.586602
Rwanda,RWA,33.48512195,216.2758944
South Asia,SAS,58.22082512,453.9946411
Saudi Arabia,SAU,69.16702439,8808.875367
Sudan,SDN,55.51446341,352.5015707
Senegal,SEN,57.18309756,474.5771245
Singapore,SGP,75.29512195,23792.60707
Solomon Islands,SLB,56.7047561,1055.210356
Sierra Leone,SLE,37.35341463,156.5918666
El Salvador,SLV,63.988,2259.888269
Sub-Saharan Africa (excluding high income),SSA,49.91391662,549.778489
Sub-Saharan Africa,SSF,49.91391662,550.6391846
Small states,SST,64.15393528,4295.449969
Suriname,SUR,67.50187805,1855.77231
Slovak Republic,SVK,70.93268293,5402.929754
Slovenia,SVN,73.20487805,10227.73488
Sweden,SWE,77.53682927,29283.00505
Swaziland,SWZ,59.34519512,1433.18124
Syrian Arab Republic,SYR,70.10626829,1181.719202
Chad,TCD,46.92436585,166.0080155
East Asia & Pacific (IDA & IBRD countries),TEA,67.87720345,966.4008031
Europe & Central Asia (IDA & IBRD countries),TEC,68.53923192,2034.127159
Togo,TGO,55.84843902,265.5016597
Thailand,THA,70.23060976,2016.041015
Tajikistan,TJK,62.86478049,139.1091416
Turkmenistan,TKM,62.67414634,645.2771015
Latin America & the Caribbean (IDA & IBRD countries),TLA,67.52942966,4220.031471
Middle East & North Africa (IDA & IBRD countries),TMN,65.14007509,1623.238665
Timor-Leste,TLS,48.48473171,434.37974
Tonga,TON,69.58231707,1926.732502
South Asia (IDA & IBRD),TSA,58.22082512,453.9946411
Sub-Saharan Africa (IDA & IBRD countries),TSS,49.91391662,550.6391846
Trinidad and Tobago,TTO,68.02290244,6430.967549
Tunisia,TUN,70.30731707,2247.912995
Turkey,TUR,64.28234146,4215.162413
Tanzania,TZA,49.97756098,308.4062816
Uganda,UGA,45.05626829,260.6844737
Ukraine,UKR,70.13658537,635.7128467
Upper middle income,UMC,68.31333522,1953.909068
Uruguay,URY,72.53953659,6871.903885
United States,USA,75.21463415,36449.85512
Uzbekistan,UZB,66.68417073,558.221144
St. Vincent and the Grenadines,VCT,70.07665854,3672.669305
"Venezuela, RB",VEN,69.82860976,4785.153059
Vietnam,VNM,70.41819512,433.3337077
Vanuatu,VUT,63.19685366,1469.888862
West Bank and Gaza,PSE,68.05287805,1476.17185
World,WLD,65.38618244,5448.711504
Samoa,WSM,65.04041463,1540.65373
"Yemen, Rep.",YEM,57.76419512,541.5129915
South Africa,ZAF,62.12007317,3099.131614
"Congo, Dem. Rep.",COD,48.99297561,397.264871
Zambia,ZMB,44.31246341,340.1613797
Zimbabwe,ZWE,59.58307317,535.1974215
