country,code,life,GDP
Guinea-Bissau,GNB,55.16004878,615.9409222
Equatorial Guinea,GNQ,57.64704878,18918.27683
Greece,GRC,81.28536585,21627.35429
Grenada,GRD,73.36631707,8573.693949
Guatemala,GTM,71.72241463,3666.594606
Guyana,GUY,66.40641463,4028.163991
High income,HIC,80.58040627,42329.59088
"Hong Kong SAR, China",HKG,83.9804878,40215.66773
Honduras,HND,73.13570732,2434.280046
Heavily indebted poor countries (HIPC),HPC,60.78548361,900.0908528
Croatia,HRV,77.32926829,13480.65075
Haiti,HTI,62.74743902,830.1500551
Hungary,HUN,75.87317073,14021.90227
IBRD only,IBD,72.04307307,5937.393949
IDA & IBRD total,IBT,69.75320031,4747.070487
IDA total,IDA,63.33352118,1411.699064
IDA blend,IDB,63.32437044,2227.595601
Indonesia,IDN,68.8884878,3499.588735
IDA only,IDX,63.33861517,946.9628471
India,IND,68.01380488,1576.817669
Ireland,IRL,81.15365854,54321.28772
"Iran, Islamic Rep.",IRN,75.38931707,5442.874771
Iraq,IRQ,69.39968293,6336.468066
Iceland,ISL,82.06097561,52036.73181
Israel,ISR,82.15365854,37206.18294
Italy,ITA,82.6902439,35179.65395
Jamaica,JAM,75.6535122,5119.218417
Jordan,JOR,74.05214634,4830.976915
Japan,JPN,83.58780488,36152.69002
Kazakhstan,KAZ,71.62,13154.84459
Kenya,KEN,61.57636585,1368.491132
Kyrgyz Republic,KGZ,70.40243902,1279.769783
Cambodia,KHM,68.21229268,1094.576688
Kiribati,KIR,65.95168293,1509.521187
"Korea, Rep.",KOR,82.15585366,27989.35399
Kosovo,KSV,71.09756098,4073.819117
Kuwait,KWT,74.58502439,43593.70202
Latin America & Caribbean (excluding high income),LAC,74.71736292,9605.179895
Lao PDR,LAO,66.11736585,1751.396971
Lebanon,LBN,79.37309756,8148.639167
Liberia,LBR,60.83441463,457.8585865
Libya,LBY,71.71612195,6573.386737
St. Lucia,LCA,75.04685366,7647.529503
Latin America & Caribbean,LCN,74.94196452,9953.678065
Least developed countries: UN classification,LDC,63.19044594,992.2029131
Low income,LIC,61.27438557,654.3131112
Sri Lanka,LKA,74.79480488,3852.88076
Lower middle income,LMC,67.25391713,2032.513915
Low & middle income,LMY,69.68393989,4628.482658
Lesotho,LSO,49.70058537,1034.185288
Late-demographic dividend,LTE,75.11927316,8720.038732
Lithuania,LTU,73.96585366,16489.72898
Luxembourg,LUX,82.20731707,116612.8842
Latvia,LVA,74.18780488,15692.19156
"Macao SAR, China",MAC,80.55309756,96074.83696
Morocco,MAR,74.01609756,3190.310444
Moldova,MDA,71.45587805,2244.763762
Madagascar,MDG,65.08560976,467.1303343
Maldives,MDV,76.77282927,7640.647153
Middle East & North Africa,MEA,72.85437336,8470.160059
Mexico,MEX,76.72185366,10350.81469
Middle income,MIC,70.64114397,5080.784815
"Macedonia, FYR",MKD,75.34239024,5453.281275
Mali,MLI,57.98626829,842.1143372
Myanmar,MMR,65.85785366,1203.844721
Middle East & North Africa (excluding high income),MNA,72.26739736,4378.61083
Montenegro,MNE,76.18070732,7378.044404
Mongolia,MNG,69.46390244,4201.737711
Mozambique,MOZ,55.02595122,622.6380644
Mauritania,MRT,63.01658537,1370.985212
Mauritius,MUS,74.19439024,10002.87048
Malawi,MWI,62.72163415,362.2474866
Malaysia,MYS,74.71829268,11307.06495
North America,NAC,79.24410183,53982.33165
Namibia,NAM,64.68019512,5342.94446
Niger,NER,61.4584878,431.3816821
Nigeria,NGA,52.75426829,3203.244296
Nicaragua,NIC,74.81014634,1960.490908
Netherlands,NLD,81.30487805,52138.68392
Norway,NOR,81.75121951,97429.70848
Nepal,NPL,69.60468293,701.6800634
New Zealand,NZL,81.40487805,44380.42658
OECD members,OED,80.11714456,38271.80473
Oman,OMN,77.08509756,19309.61245
Other small states,OSS,66.4473324,15653.19829
Pakistan,PAK,66.18336585,1315.267622
Panama,PAN,77.59514634,12712.43133
Peru,PER,74.52553659,6549.389229
Philippines,PHL,68.26563415,2872.512165
Papua New Guinea,PNG,62.60692683,2268.172539
Poland,POL,77.25365854,14337.20637
Pre-demographic dividend,PRE,58.36457966,1771.522304
Portugal,PRT,80.72195122,22124.36709
Paraguay,PRY,72.92170732,4712.870205
Pacific island small states,PSS,69.91903222,3807.047313
Post-demographic dividend,PST,80.47215977,42362.434
Qatar,QAT,78.59680488,96732.52903
Romania,ROU,75.06341463,10011.78592
Russia,RUS,70.36585366,13902.14285
Rwanda,RWA,63.96565854,697.6265013
South Asia,SAS,68.1210446,1501.07409
Saudi Arabia,SAU,74.33721951,24406.46782
Sudan,SDN,63.45853659,1875.843287
Senegal,SEN,66.37258537,1067.131753
Singapore,SGP,82.64634146,56007.28821
Solomon Islands,SLB,67.93080488,2024.202861
Sierra Leone,SLE,50.87878049,792.5835504
El Salvador,SLV,72.75456098,4102.063852
Somalia,SOM,55.35480488,542.615884
Serbia,SRB,75.53414634,6200.173221
Sub-Saharan Africa (excluding high income),SSA,58.55747868,1799.341364
South Sudan,SSD,55.68221951,1115.093515
Sub-Saharan Africa,SSF,58.55885496,1800.633038
Small states,SST,67.83853586,13891.15083
Sao Tome and Principe,STP,66.38460976,1810.721562
Suriname,SUR,71.15143902,9680.115914
Slovak Republic,SVK,76.71463415,18501.42962
Slovenia,SVN,80.5195122,24001.88013
Sweden,SWE,81.95609756,58899.97979
Swaziland,SWZ,48.93473171,3477.149246
Seychelles,SYC,73.22926829,15563.79422
Chad,TCD,51.55580488,1024.668354
East Asia & Pacific (IDA & IBRD countries),TEA,74.034774,6308.661066
Europe & Central Asia (IDA & IBRD countries),TEC,72.39720521,9877.87245
Togo,TGO,59.65580488,629.9976439
Thailand,THA,74.42202439,5969.940116
Tajikistan,TJK,69.59797561,1113.366354
Turkmenistan,TKM,65.59853659,8193.720297
Latin America & the Caribbean (IDA & IBRD countries),TLA,74.83097562,9867.966969
Middle East & North Africa (IDA & IBRD countries),TMN,72.2596293,4395.550769
Timor-Leste,TLS,68.25914634,1131.230851
Tonga,TON,72.79219512,4114.052115
South Asia (IDA & IBRD),TSA,68.1210446,1501.07409
Sub-Saharan Africa (IDA & IBRD countries),TSS,58.55885496,1800.633038
Trinidad and Tobago,TTO,70.44056098,21317.44927
Tunisia,TUN,74.14390244,4328.904197
Turkey,TUR,75.1635122,10303.8988
Tanzania,TZA,64.94390244,954.618988
Uganda,UGA,58.46641463,714.5673565
Ukraine,UKR,71.18658537,3065.164223
Upper middle income,UMC,74.43883867,8494.654019
Uruguay,URY,76.98614634,16737.9731
United States of America,USA,78.94146341,54398.46001
Uzbekistan,UZB,68.33902439,2052.586781
St. Vincent and the Grenadines,VCT,72.93685366,6672.810537
Vietnam,VNM,75.62912195,2052.319084
Vanuatu,VUT,71.91831707,3147.96486
West Bank and Gaza,PSE,72.90402439,2960.778004
Samoa,WSM,73.51182927,4172.2171
South Africa,ZAF,57.18212195,6472.101027
"Congo, Dem. Rep.",COD,58.65919512,437.8149312
Zambia,ZMB,60.04704878,1725.974549
Zimbabwe,ZWE,57.49831707,931.1981847
